latitude,longitude,geo_type,place,country,country_code,lang,time,user,text,image_url,url
47.08127,-117.93022,Approximate (ID 5808227),"Revere, MA",United States,US,und,1537065791,aninhaluci21,#elenao #MulheresContraBolsonaro  #mulheresunidascontrabolsonaro #MulheresContraOFascismo https://t.co/zhkwtWN0Us,http://pbs.twimg.com/profile_images/1034820142172188672/mg7jdbt-_normal.jpg,https://www.twitter.com/aninhaluci21/status/1041155506222575617
0.04283,-68.48036,Approximate (ID 9255305),"Sao Paulo, Brazil",Brazil,BR,pt,1537065769,apfeitosa,Vergonha! Hackearam o Mulheres CONTRA Bolsonazi. Se o jogo é sujo nas eleições imagina um governo com esses facistas? #elenao https://t.co/LINISxAGAg,http://pbs.twimg.com/profile_images/928031583533137920/J6KhWBWh_normal.jpg,https://www.twitter.com/apfeitosa/status/1041155414296027136
-1.27573,-48.48372,Approximate (ID 8602081),"Brasília, Brazil",Brazil,BR,und,1537065764,fabio_uniao,#EleNunca,http://pbs.twimg.com/profile_images/1018316295815749632/puhwb7BA_normal.jpg,https://www.twitter.com/fabio_uniao/status/1041155395304259584
-22.90243,-43.17236,Approximate (ID 11525646),"Rio de Janeiro, Brazil",Brazil,BR,pt,1537065760,j_andrd,QUE HOMEM RIDÍCULO 🤥 #EleNão #EleNunca mulheres contra bolsonaro https://t.co/a1AgcXPrDu,http://pbs.twimg.com/profile_images/1004128535521513472/Rz-llrV3_normal.jpg,https://www.twitter.com/j_andrd/status/1041155376845086721
-25.7015,-49.9799,Approximate (ID 7699778),"Campinas, Brasil",Brazil,BR,pt,1537065759,viquetorta,Não acredito q hackearam o grupo contra o bonirolo #EleNao #EleNunca,http://pbs.twimg.com/profile_images/1040333852361805824/_fAbgdRA_normal.jpg,https://www.twitter.com/viquetorta/status/1041155372323676160
-1.29004,-48.46556,Approximate (ID 8602066),"Santos, Brasil",Brazil,BR,pt,1537065744,Paty17443227,#Elenao meu afilhado n liga pra isso sou um anjo na vida dele sou tudo o que ele tem na vida ele me ama eu eu o amo o respeito e o guardo como um bibelô sou trans e nao tenho medo tenho é muito amor ao proximo @dedesecco aqui se faz aqui se paga bb mapoa mapooona 😘🙏🌈👑🎁😍➕🔝 https://t.co/fR4CrrjNKC,http://pbs.twimg.com/profile_images/1025254669692620805/o7mIaDI9_normal.jpg,https://www.twitter.com/paty17443227/status/1041155310512160770
-1.27573,-48.48372,Approximate (ID 8602081),"Brasília, Brazil",Brazil,BR,pt,1537065703,FlahSummers,Os cidadãos de bem hackearam o grupo de mulheres contra o coiso ruim e os minions estão tendo a cara de pau de dizer que o grupo é deles. E ainda gritam por aí que não são corruptos. #elenão,http://pbs.twimg.com/profile_images/905242793815285761/8eczfMb__normal.jpg,https://www.twitter.com/flahsummers/status/1041155140093456384
-16.64019,-49.25993,Approximate (ID 6323974),"Goiânia, Brazil",Brazil,BR,pt,1537065702,ericka_morais,aqui não bb #EleNunca,http://pbs.twimg.com/profile_images/1041030247297232898/-n04b8tX_normal.jpg,https://www.twitter.com/ericka_morais/status/1041155136498946048
-27.0047,-48.6204,Approximate (ID 6323064),"Balneário Camboriú, Brasil",Brazil,BR,pt,1537065669,Olandina,"@Riedafs Por favor denunciem todos esses perfis, responsáveis pela invasão no grupo do Mulheres Unidas contra o Bozo:  Quezia Davi https://t.co/cRwIsD4OIf  Babi Raposo https://t.co/Zx22uniJFP  Carol Rebouças https://t.co/DQnjfLszza  Carlos André https://t.co/g6w8rLzQkG  #ELENÃO #ELENUNCA",http://pbs.twimg.com/profile_images/1031656103858368512/rrPFM1Ik_normal.jpg,https://www.twitter.com/olandina/status/1041154997893963776
-27.92562,-53.35142,Approximate (ID 6319195),"Palmeira das Missões, Brasil",Brazil,BR,pt,1537065666,chhienne,Esses ataques só mostram o quanto estamos incomodando. Estamos no caminho certo. Podem mudar o nome do grupo mas não nosso pensamento. Nossa resposta será nas ruas e nas urnas! #EleNão #EleNunca #EleJamais #NãoPassarão,http://pbs.twimg.com/profile_images/1019972609474289665/a_nMEL4Z_normal.jpg,https://www.twitter.com/chhienne/status/1041154982098153474
-20.76911,-49.35669,Approximate (ID 6322577),"São José do Rio Preto, Brasil",Brazil,BR,pt,1537065664,kekaapetineli,#EleNunca hoje em dia um dos meus piores medos é essa criatura ganhar,http://pbs.twimg.com/profile_images/1034987159319658496/BBkUj67s_normal.jpg,https://www.twitter.com/kekaapetineli/status/1041154973957074944
-1.34299,-48.46526,Approximate (ID 8602018),"Olinda, Brasil",Brazil,BR,und,1537065639,prill_aguiar,#elenão #elenunca #elenão #elenunca #elenão #elenunca #elenão #elenunca #elenão #elenunca #elenão #elenunca #elenão #elenunca #elenão #elenunca #elenão #elenunca #elenão #elenunca #elenão #elenunca #elenão #elenunca #elenão #elenunca #elenão #elenunca,http://pbs.twimg.com/profile_images/2728027213/38f04604819e7e48e9b45df049dc894d_normal.jpeg,https://www.twitter.com/prill_aguiar/status/1041154869711790081
40.79028,-73.95972,Approximate (ID 8479493),"Manhattan, NY",United States,US,en,1537065626,Tiansito,#EleNunca GET THE FUCK OUT Bolsolixo jamais! 🤮 Fascista de 💩   #Brasil,http://pbs.twimg.com/profile_images/1021186796573593605/46m5c5jp_normal.jpg,https://www.twitter.com/tiansito/status/1041154815458455553
-1.27573,-48.48372,Approximate (ID 8602081),"Brasília, Brazil",Brazil,BR,pt,1537065619,Riedafs,@_KNORDIC Irão tremer mais ainda no dia da eleição com os mais de 2 milhões de mulheres do grupo mostrando a que veio #EleNunca,http://pbs.twimg.com/profile_images/983180587925204992/aL6Fhmmm_normal.jpg,https://www.twitter.com/riedafs/status/1041154787553751041
3.03,-75.16667,Approximate (ID 3736218),"Bogotá, D.C., Colombia",Colombia,CO,und,1537065615,ursulino,#EleNao #EleNunca #ElaSim https://t.co/n4KGxfstkE,http://pbs.twimg.com/profile_images/1003447580951568385/LzoJfeKq_normal.jpg,https://www.twitter.com/ursulino/status/1041154768075415552
51.54702,-0.10944,Approximate (ID 3333156),"Islington, London",United Kingdom,GB,und,1537065598,KarenCampanaa,#EleNao #EleNunca https://t.co/9qcDaIfhWW,http://pbs.twimg.com/profile_images/1008089462985895936/hY4dndVi_normal.jpg,https://www.twitter.com/karencampanaa/status/1041154697837649920
-1.27573,-48.48372,Approximate (ID 8602081),"Brasília, Brazil",Brazil,BR,pt,1537065596,carolzuqui,@torturra Eu vou com esse pensamento já no primeiro turno se o Bozo tiver chance de ganhar logo no primeiro. #EleNunca,http://pbs.twimg.com/profile_images/855931291086336000/2Y36hOME_normal.jpg,https://www.twitter.com/carolzuqui/status/1041154692070424584
-22.90243,-43.17236,Approximate (ID 11525646),"Rio de Janeiro, Brazil",Brazil,BR,und,1537065593,fe_marks,#EleNunca #EleNao https://t.co/ypPamqtmyq,http://pbs.twimg.com/profile_images/917602129694593024/nmYVjPIZ_normal.jpg,https://www.twitter.com/fe_marks/status/1041154679214944256
-22.90243,-43.17236,Approximate (ID 11525646),"Rio de Janeiro, Brazil",Brazil,BR,und,1537065583,sara_margarido,#eleNao #eleNunca #EleJamais https://t.co/ZsyK685OMC,http://pbs.twimg.com/profile_images/838606367757856768/Li0ks__M_normal.jpg,https://www.twitter.com/sara_margarido/status/1041154635967463425
0.04283,-68.48036,Approximate (ID 9255305),"Sao Paulo, Brazil",Brazil,BR,pt,1537065582,NegaoRicardo10,"@BlogdoNoblat Marina Silva tinha uma espingarda e se salvou, pena esta senhora não ter uma arma.  #EleNao vai nos deixar na mão.  #MilhoesComBolsonaro",http://pbs.twimg.com/profile_images/948600232618708993/_ANb3tu9_normal.jpg,https://www.twitter.com/negaoricardo10/status/1041154631446016000
-25.5823,-50.17743,Approximate (ID 7699650),"Passo Fundo, Brasil",Brazil,BR,pt,1537065566,anacalorina_,"lembrando que existe crime cibernético, mas aparentemente pra essas pessoas bandido morto é só do outro lado #EleNao #MulheresContraBolsonaro",http://pbs.twimg.com/profile_images/1039639900352593925/ep-Qj6Om_normal.jpg,https://www.twitter.com/anacalorina_/status/1041154564882419712
-16.83333,-43.6,Approximate (ID 3450394),"Santa Catarina, Brazil",Brazil,BR,pt,1537065553,ivygalm,Nao vao nos calar #EleNunca #EleNao https://t.co/p3JJcJps8X,http://pbs.twimg.com/profile_images/1030650225457881089/OyYF-h4K_normal.jpg,https://www.twitter.com/ivygalm/status/1041154507919503360
-12.97177,-38.50811,Approximate (ID 6321026),"Salvador, Brazil",Brazil,BR,pt,1537065550,FrancisDance21,⚠AVISO ⚠ Mulheres hakeres meu Facebook e o grupo de mulheres #EleNão  Não consigo comentar mais nada no face!,http://pbs.twimg.com/profile_images/886317981281681408/tXmEF8BD_normal.jpg,https://www.twitter.com/francisdance21/status/1041154495827329026
-27.02321,-49.63869,Approximate (ID 7768656),"Niterói, Brasil",Brazil,BR,pt,1537065545,APaula_flor,🆘 🆘 🆘 🆘 O grupo “Mulheres Contra o Bolsonaro” foi invadido por um hacker que modificou o nome e perfil. Mas somos mulheres e não desistiremos da nossa luta. Vamos denunciar e tomar a nossa luta nas redes e nas ruas ✊🏾 #EleNão #EleNunca #BolsonaroJamais https://t.co/m7YMyf58b3,http://pbs.twimg.com/profile_images/756618188956241920/5gDynxay_normal.jpg,https://www.twitter.com/apaula_flor/status/1041154475346546688
-25.84869,-48.62876,Approximate (ID 7691950),"Rio das Ostras, Brasil",Brazil,BR,pt,1537065530,riquinho50,@jairbolsonaro #EleNunca  #EleNao  #VamosRenovarTudo  Vcs hakeraram o grupos das meninas seu cara de pau.,http://pbs.twimg.com/profile_images/1015598035605344256/uEcMBvXh_normal.jpg,https://www.twitter.com/riquinho50/status/1041154412356542464
-24.7755,-48.95605,Approximate (ID 7622907),"Canoas, Brasil",Brazil,BR,und,1537065530,thaissa1985,#EleNunca https://t.co/J7gLr0gHnY,http://pbs.twimg.com/profile_images/1016011787999817729/Xa8tfcvR_normal.jpg,https://www.twitter.com/thaissa1985/status/1041154412163592193
0.04283,-68.48036,Approximate (ID 9255305),"Sao Paulo, Brazil",Brazil,BR,und,1537065526,_biancabosco,#elenão #elenunca,http://pbs.twimg.com/profile_images/1026303681606639617/juMrQ1rs_normal.jpg,https://www.twitter.com/_biancabosco/status/1041154394534932480
-22.38219,-43.15909,Approximate (ID 6322047),"Petrópolis, Brasil",Brazil,BR,pt,1537065516,Halliryma,"As pessoas estão tão desesperadas porque somos mais de 2 milhões de mulheres unidas contra o fascismo e como estratégia para nos calar estão usando hacker. Chega a ser hilário! 😂😂😂 Juntas somos mais forte, NINGUÉM nos cala! Fascistas NÃO passarão!  #EleNão #EleNunca",http://pbs.twimg.com/profile_images/1035853565422718976/E_qJiazt_normal.jpg,https://www.twitter.com/halliryma/status/1041154353732743170
-20.22533,-40.27272,Approximate (ID 8612228),"Diamantina, Brasil",Brazil,BR,pt,1537065505,Maranice,Se depender de mim... #EleNunca,http://pbs.twimg.com/profile_images/991174489739268096/gkZqTSE-_normal.jpg,https://www.twitter.com/maranice/status/1041154307347951616
-25.3358,-49.30346,Approximate (ID 8603978),"Santa Maria, Brasil",Brazil,BR,pt,1537065502,Kethywalker_,"Muito que adianta hackear o nosso grupo, nossa opinião sobre o abominável não muda 😌😘 #EleNunca",http://pbs.twimg.com/profile_images/1041165509243412480/rNQfuqa7_normal.jpg,https://www.twitter.com/kethywalker_/status/1041154296086245376
44.76917,-93.92778,Approximate (ID 6354237),"Norwood, MA",United States,US,pt,1537065499,marianapma,"Se a abordagem nas redes sociais é violenta, imagina se o cara ganha poder de verdade... #EleNunca #EleNao",http://pbs.twimg.com/profile_images/1017174866200596481/ewSLocYe_normal.jpg,https://www.twitter.com/marianapma/status/1041154281339019265
-27.0047,-48.6204,Approximate (ID 6323064),"Balneário Camboriú, Brasil",Brazil,BR,pt,1537065497,Olandina,"@mluizamoliveira @cynaramenezes @xicosa @zehdeabreu Por favor denunciem todos esses perfis, responsáveis pela invasão no grupo do Mulheres Unidas contra o Bozo:  Quezia Davi https://t.co/cRwIsD4OIf  Babi Raposo https://t.co/Zx22uniJFP  Carol Rebouças https://t.co/DQnjfLszza  Carlos André https://t.co/g6w8rLzQkG  #ELENÃO #ELENUNCA",http://pbs.twimg.com/profile_images/1031656103858368512/rrPFM1Ik_normal.jpg,https://www.twitter.com/olandina/status/1041154276440121345
0.04283,-68.48036,Approximate (ID 9255305),"Sao Paulo, Brazil",Brazil,BR,pt,1537065466,NegaoRicardo10,#EleNunca vai nós deixar na mão.  #MilhoesComBolsonaro https://t.co/dT4OkZRZOK,http://pbs.twimg.com/profile_images/948600232618708993/_ANb3tu9_normal.jpg,https://www.twitter.com/negaoricardo10/status/1041154142994087937
-1.34299,-48.46526,Approximate (ID 8602018),"Olinda, Brasil",Brazil,BR,und,1537065459,prill_aguiar,#NãoSomosUmaFraquejada #EleNão #MulheresContraoFacismo #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao,http://pbs.twimg.com/profile_images/2728027213/38f04604819e7e48e9b45df049dc894d_normal.jpeg,https://www.twitter.com/prill_aguiar/status/1041154115857014784
-22.90243,-43.17236,Approximate (ID 11525646),"Rio de Janeiro, Brazil",Brazil,BR,und,1537065450,fe_marks,#EleNao https://t.co/vp2u8HmN7x,http://pbs.twimg.com/profile_images/917602129694593024/nmYVjPIZ_normal.jpg,https://www.twitter.com/fe_marks/status/1041154079479812096
-25.3358,-49.30346,Approximate (ID 8603978),"Santa Maria, Brasil",Brazil,BR,pt,1537065444,Kethywalker_,"Olha essa tag maravilhosa de novo, #EleNunca",http://pbs.twimg.com/profile_images/1041165509243412480/rNQfuqa7_normal.jpg,https://www.twitter.com/kethywalker_/status/1041154053990952960
-22.90243,-43.17236,Approximate (ID 11525646),"Rio de Janeiro, Brazil",Brazil,BR,und,1537065440,sara_margarido,#EleNao #elenunca #elejamais,http://pbs.twimg.com/profile_images/838606367757856768/Li0ks__M_normal.jpg,https://www.twitter.com/sara_margarido/status/1041154034055503872
51.54702,-0.10944,Approximate (ID 3333156),"Islington, London",United Kingdom,GB,pt,1537065437,KarenCampanaa,Diga-me mais sobre honestidade (jogo limpo) de Bolsin e seus eleitores. Grupo Mulheres CONTRA Bolsonaro HACKEADO. #EleNunca #EleNao,http://pbs.twimg.com/profile_images/1008089462985895936/hY4dndVi_normal.jpg,https://www.twitter.com/karencampanaa/status/1041154022135222272
-22.90243,-43.17236,Approximate (ID 11525646),"Rio de Janeiro, Brazil",Brazil,BR,und,1537065420,ciiiix,#EleNão #EleNunca https://t.co/kNU1sHc6Sp,http://pbs.twimg.com/profile_images/1038869854227443712/o-VDpO24_normal.jpg,https://www.twitter.com/ciiiix/status/1041153952094535680
-1.27573,-48.48372,Approximate (ID 8602081),"Brasília, Brazil",Brazil,BR,und,1537065417,alinnesoliveira,#EleNunca #eleNao,http://pbs.twimg.com/profile_images/1547497398/IMG_0624_normal.JPG,https://www.twitter.com/alinnesoliveira/status/1041153937716535296
-27.94491,-50.35254,Approximate (ID 6323173),"Lages, Brasil",Brazil,BR,pt,1537065409,offttraces,"não aguentam um grupinho, quero ver eles chorando quando esse bosta perder nas urnas #EleNunca",http://pbs.twimg.com/profile_images/1040988043933564928/C1kJgRu4_normal.jpg,https://www.twitter.com/offttraces/status/1041153904262762497
-30.03333,-51.23333,Approximate (ID 11525616),"Porto Alegre, Brazil",Brazil,BR,und,1537065408,fahencarvalho,#EleNunca #EleNunca #EleNunca #EleNunca #EleNunca #EleNunca #EleNunca #EleNunca #EleNunca #EleNunca #EleNunca #EleNunca,http://pbs.twimg.com/profile_images/968290260403851265/iBTN6s2P_normal.jpg,https://www.twitter.com/fahencarvalho/status/1041153900592672768
-19.54826,-47.94144,Approximate (ID 6321898),"Uberaba, Brasil",Brazil,BR,pt,1537065404,Carlinha1109,"Aí o grupo chega a 2,4 Mi de seguidoras #eleNao  Eles vão e invadem o grupo pra tentar nos derrubar! E ainda printam pra divulgar notícias falsas!  Cambada! Que o bozo te carregue, demo  #EleNao #eleNunca  QUERO VER DAR CONTA DE APAGAR 2,4 MILHÕES DE PUBLICAÇÕES CONTRA KKKKKKKKKK",http://pbs.twimg.com/profile_images/928235518139293696/XdWs8qmp_normal.jpg,https://www.twitter.com/carlinha1109/status/1041153886051098624
-25.5823,-50.17743,Approximate (ID 7699650),"Passo Fundo, Brasil",Brazil,BR,pt,1537065402,anacalorina_,"eleitor do bonoro me da um nojo que só por deus, os cara se cagam quando 2 milhões de mulheres se unem contra o candidato e a única coisa que conseguem fazer é hackear um grupo no facebook #elenao #MulheresContraBolsonaro",http://pbs.twimg.com/profile_images/1039639900352593925/ep-Qj6Om_normal.jpg,https://www.twitter.com/anacalorina_/status/1041153877821874176
-12.97177,-38.50811,Approximate (ID 6321026),"Salvador, Brazil",Brazil,BR,pt,1537065392,CarolineThaiane,"Bando de desocupados hackearam o grupo, esses bolsominions não estavam tão convictos que bozonoro iria ganhar??? Patético esse desespero... #EleNunca #EleNao",http://pbs.twimg.com/profile_images/1039015341551181824/5dJ3Lgg1_normal.jpg,https://www.twitter.com/carolinethaiane/status/1041153833320280064
-23.09831,-45.92181,Approximate (ID 6322578),"São José dos Campos, Brasil",Brazil,BR,pt,1537065381,FranzeFaria,"O pior do Brasileiro , representado pelo #EleNunca , não terá vez nessa eleição. Ainda somos um povo otimista e progressista.",http://pbs.twimg.com/profile_images/955141610962149377/hS4_vycG_normal.jpg,https://www.twitter.com/franzefaria/status/1041153786591567872
-1.34299,-48.46526,Approximate (ID 8602018),"Olinda, Brasil",Brazil,BR,en,1537065378,prill_aguiar,Bolzonaro never!! #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao,http://pbs.twimg.com/profile_images/2728027213/38f04604819e7e48e9b45df049dc894d_normal.jpeg,https://www.twitter.com/prill_aguiar/status/1041153776919277568
-22.90243,-43.17236,Approximate (ID 11525646),"Rio de Janeiro, Brazil",Brazil,BR,pt,1537065375,eularifernandes,"O grupo pode até ser hackeado mas ainda existem 2,4 milhões de mulheres contra o Bozo! Nada mudou! #EleNao #EleNunca #MulheresContraBolsonaro",http://pbs.twimg.com/profile_images/1040371901485510656/Oy4r72LJ_normal.jpg,https://www.twitter.com/eularifernandes/status/1041153765183836160
-29.75348,-55.89259,Approximate (ID 6323322),"Alegrete, Brasil",Brazil,BR,pt,1537065367,eunathani,"@davidmirandario Apoia a nossa tag #EleNao #EleNunca, nosso grupo do fb foi hackeado por eleitores do bolsoasno",http://pbs.twimg.com/profile_images/992087012621635585/qiE85Z1G_normal.jpg,https://www.twitter.com/eunathani/status/1041153727825104897
-1.27573,-48.48372,Approximate (ID 8602081),"Brasília, Brazil",Brazil,BR,pt,1537065353,Riedafs,#EleNunca Você se lembra quando começou a fazer parte do Twitter? Eu me lembro! #MeuAniversárioDoTwitter https://t.co/ZgLQtWdg0H,http://pbs.twimg.com/profile_images/983180587925204992/aL6Fhmmm_normal.jpg,https://www.twitter.com/riedafs/status/1041153671373971456
-23.66364,-46.44656,Approximate (ID 6322373),"Mauá, Brasil",Brazil,BR,und,1537065321,DeboraB26949870,@AlexHeverton #EleNunca,http://pbs.twimg.com/profile_images/1036929495960350720/XK_QFv9Z_normal.jpg,https://www.twitter.com/deborab26949870/status/1041153537051439104
-23.0767,-50.2247,Approximate (ID 7739211),"Guaxupé, Brasil",Brazil,BR,und,1537065302,llavagirrl,#EleNao #EleNunca,http://pbs.twimg.com/profile_images/1025949110690635776/QcZPqPy5_normal.jpg,https://www.twitter.com/llavagirrl/status/1041153458445934592
-23.66364,-46.44656,Approximate (ID 6322373),"Mauá, Brasil",Brazil,BR,und,1537065296,DeboraB26949870,@mdmoraes @promovido #EleNunca,http://pbs.twimg.com/profile_images/1036929495960350720/XK_QFv9Z_normal.jpg,https://www.twitter.com/deborab26949870/status/1041153430096683009
-1.34299,-48.46526,Approximate (ID 8602018),"Olinda, Brasil",Brazil,BR,pt,1537065295,prill_aguiar,Não adianta tentar nos calar! #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao #EleNao,http://pbs.twimg.com/profile_images/2728027213/38f04604819e7e48e9b45df049dc894d_normal.jpeg,https://www.twitter.com/prill_aguiar/status/1041153427395543042
-22.90243,-43.17236,Approximate (ID 11525646),"Rio de Janeiro, Brazil",Brazil,BR,pt,1537065294,Elokadaerika,Simples assim #ELENAO,http://pbs.twimg.com/profile_images/987302798260953088/7oaUdZH9_normal.jpg,https://www.twitter.com/elokadaerika/status/1041153422467190784
-22.38219,-43.15909,Approximate (ID 6322047),"Petrópolis, Brasil",Brazil,BR,pt,1537065291,LuciiiValle,"Sei que ainda falta muito para evoluir, mas não vamos deixar nosso país retroceder. #EleNao",http://pbs.twimg.com/profile_images/878707537096388610/1IP2c5bW_normal.jpg,https://www.twitter.com/luciiivalle/status/1041153412690337794
43.19472,-88.72899,Approximate (ID 5278005),"Watertown, MA",United States,US,und,1537065288,nathcarazza,#elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao.,http://pbs.twimg.com/profile_images/509333500177432576/T5kMdZRF_normal.jpeg,https://www.twitter.com/nathcarazza/status/1041153399545384960
-12.9064,-38.35956,Approximate (ID 8603144),"São Cristóvão, Brasil",Brazil,BR,pt,1537065286,kaulago,"EU TO PASSANDO RAIVA VAI TOMAR NO CU  TO NO MEU MOMENTO SEM CIVILIDADE MESMO  BOLSOMINIONS BANDO DE ARROMBADOS  PODEM TENTAR NOS BOICOTAR, JA ATE ESTAMOS ACOSTUMADAS  MAS NAS URNAS QUEM VAI LIVRAR O CU DE VOCÊS DE UMA PODRIDÃO DE SER HUMANO VAI SER A GENTE #EleNunca",http://pbs.twimg.com/profile_images/1015782909565919237/8Jp8j5d5_normal.jpg,https://www.twitter.com/kaulago/status/1041153391966203906
-23.66364,-46.44656,Approximate (ID 6322373),"Mauá, Brasil",Brazil,BR,und,1537065285,DeboraB26949870,@anne_margot_b @promovido @hilde_angel @delucca @abdalafarah @requiaopmdb @wadih_damous @mah_zinha13 @zehdeabreu #EleNunca,http://pbs.twimg.com/profile_images/1036929495960350720/XK_QFv9Z_normal.jpg,https://www.twitter.com/deborab26949870/status/1041153385880317952
-25.3358,-49.30346,Approximate (ID 8603978),"Santa Maria, Brasil",Brazil,BR,pt,1537065281,ruthielym,E bandido bom é bandido morto né pessoal... #EleNunca https://t.co/pvIs0mUp7R,http://pbs.twimg.com/profile_images/1025219686009630721/BQlAGEQP_normal.jpg,https://www.twitter.com/ruthielym/status/1041153369568620544
43.19472,-88.72899,Approximate (ID 5278005),"Watertown, MA",United States,US,und,1537065277,nathcarazza,#elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao.,http://pbs.twimg.com/profile_images/509333500177432576/T5kMdZRF_normal.jpeg,https://www.twitter.com/nathcarazza/status/1041153350371291137
-24.96171,-48.91127,Approximate (ID 7622810),"São Luís, Brazil",Brazil,BR,pt,1537065271,sue_fcs,"Hackers eleitores do coiso invadiram a página das Mulheres Contra O Salnorabo. Mas não conseguirão nos calar, não impedirão nossas manifestações nas ruas, não impedirão o nosso voto. Não nos intimidaremos mesmo diante de tanta agressão. Bocó naro NUNCA! #elenunca",http://pbs.twimg.com/profile_images/1039999019458678784/FXrUQ8B0_normal.jpg,https://www.twitter.com/sue_fcs/status/1041153326639923201
-23.3744,-51.21298,Approximate (ID 8693078),"Espírito Santo, Brasil",Brazil,BR,und,1537065262,Vanessinhaatb,#EleNunca,http://pbs.twimg.com/profile_images/896037796242014208/s_Lwhxbz_normal.jpg,https://www.twitter.com/vanessinhaatb/status/1041153291038666752
-31.21175,-52.66821,Approximate (ID 6324363),"Canguçu, Brasil",Brazil,BR,und,1537065259,_brunaolsen,#EleNunca #EleNao,http://pbs.twimg.com/profile_images/1040460596637052931/zkPDmHh7_normal.jpg,https://www.twitter.com/_brunaolsen/status/1041153278158020608
-19.54826,-47.94144,Approximate (ID 6321898),"Uberaba, Brasil",Brazil,BR,und,1537065256,Carlinha1109,#EleNunca,http://pbs.twimg.com/profile_images/928235518139293696/XdWs8qmp_normal.jpg,https://www.twitter.com/carlinha1109/status/1041153263343730690
-23.66364,-46.44656,Approximate (ID 6322373),"Mauá, Brasil",Brazil,BR,und,1537065254,DeboraB26949870,@dea_pereirinha @promovido #EleNunca,http://pbs.twimg.com/profile_images/1036929495960350720/XK_QFv9Z_normal.jpg,https://www.twitter.com/deborab26949870/status/1041153253927530497
51.54702,-0.10944,Approximate (ID 3333156),"Islington, London",United Kingdom,GB,und,1537065252,KarenCampanaa,🆘 #Repassem   #EleNão #EleNunca #EleNao https://t.co/4OUGae4i8I,http://pbs.twimg.com/profile_images/1008089462985895936/hY4dndVi_normal.jpg,https://www.twitter.com/karencampanaa/status/1041153247606722560
-18.72156,-39.8852,Approximate (ID 8612216),"Vitória, Brazil",Brazil,BR,pt,1537065236,kaiquelo_ol,"Por um país sem facismo, com liberdade de expressão e igualdade de gênero, raça e orientação sexual.  #EleNao  #EleNunca #EleJamais",http://pbs.twimg.com/profile_images/378800000051476961/a3eb8a2b93ee0aaa0c57f2725ab90db2_normal.jpeg,https://www.twitter.com/kaiquelo_ol/status/1041153179419914240
43.19472,-88.72899,Approximate (ID 5278005),"Watertown, MA",United States,US,und,1537065225,nathcarazza,#elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao #elenao,http://pbs.twimg.com/profile_images/509333500177432576/T5kMdZRF_normal.jpeg,https://www.twitter.com/nathcarazza/status/1041153134092017664
-22.78604,-43.30904,Approximate (ID 8304789),"Duque de Caxias, Brasil",Brazil,BR,pt,1537065224,MMiguelista,@BolsonaroSP Facista. Sujo #EleNunca #EleNao somos apartidárias não me venha com seus meia dúzia de hackeres. Vamos resistir.,http://pbs.twimg.com/profile_images/975045825729572864/79BokA1-_normal.jpg,https://www.twitter.com/mmiguelista/status/1041153128597544960
51.54702,-0.10944,Approximate (ID 3333156),"Islington, London",United Kingdom,GB,und,1537065217,KarenCampanaa,#EleNunca https://t.co/18dagrjcUW,http://pbs.twimg.com/profile_images/1008089462985895936/hY4dndVi_normal.jpg,https://www.twitter.com/karencampanaa/status/1041153101489733633
-23.66364,-46.44656,Approximate (ID 6322373),"Mauá, Brasil",Brazil,BR,und,1537065214,DeboraB26949870,@IgorMortadela @promovido #EleNunca,http://pbs.twimg.com/profile_images/1036929495960350720/XK_QFv9Z_normal.jpg,https://www.twitter.com/deborab26949870/status/1041153087526907904
